Suburb,Region Tag,Postcode,State,Zone,Odds,Data Confidence,Leads,Lost/Other,Minor Dmg,No Dmg,Claims Lodged,Total Volume,Lodge %,Minor/No Dmg %,Minor Dmg %,No Dmg %,Date - Hail Storm 1,Hail Size - Hail Storm 1,% of Suburb Hit - Hail Storm 1,Date - Hail Storm 2,Hail Size - Hail Storm 2,% of Suburb Hit - Hail Storm 2,Date - Hail Storm 3,Hail Size - Hail Storm 3,% of Suburb Hit - Hail Storm 3
(No Suburb Listed),R03 - SC,4553,QLD,KEEP AWAY,No Claims,Very Low (<10),0,2,0,1,0,3,0.00%,33.30%,0.00%,33.30%,01/11/2025,6-7cm,,10/01/2025,2-3cm,,23/1/2025,3-4cm,
Glenview,R03 - SC,4553,QLD,KEEP AWAY,No Claims,Very Low (<10),0,1,1,0,0,2,0.00%,50.00%,50.00%,0.00%,01/11/2025,6-7cm,,10/01/2025,2-3cm,,23/1/2025,3-4cm,
Eudlo,R03 - SC,4554,QLD,GO,1 in 1,Very Low (<10),0,1,0,0,3,4,75.00%,0.00%,0.00%,0.00%,01/11/2025,6-7cm,,10/01/2025,2-3cm,,23/1/2025,3-4cm,
Ilkley,R03 - SC,4554,QLD,GO,1 in 3,Very Low (<10),0,0,0,2,1,3,33.30%,66.70%,0.00%,66.70%,01/11/2025,6-7cm,,10/01/2025,2-3cm,,23/1/2025,3-4cm,
(No Suburb Listed),R03 - SC,4554,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,01/11/2025,6-7cm,,10/01/2025,2-3cm,,23/1/2025,3-4cm,
Forest Glen,R03 - SC,4556,QLD,ON THE FENCE,No Claims,Very Low (<10),0,3,0,1,0,4,0.00%,25.00%,0.00%,25.00%,01/11/2025,6-7cm,,10/01/2025,2-3cm,,23/1/2025,3-4cm,
Mons,R03 - SC,4556,QLD,KEEP AWAY,No Claims,Very Low (<10),0,1,0,2,0,3,0.00%,66.70%,0.00%,66.70%,01/11/2025,6-7cm,,10/01/2025,2-3cm,,23/1/2025,3-4cm,
(No Suburb Listed),R03 - SC,4557,QLD,UNPROVEN,No Claims,Very Low (<10),0,2,0,0,0,2,0.00%,0.00%,0.00%,0.00%,01/11/2025,6-7cm,,10/01/2025,2-3cm,,23/1/2025,3-4cm,
Rosemount,R03 - SC,4558,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,01/11/2025,6-7cm,,10/01/2025,2-3cm,,23/1/2025,3-4cm,
(No Suburb Listed),R03 - SC,4559,QLD,UNPROVEN,No Claims,Very Low (<10),1,0,0,0,0,1,0.00%,0.00%,0.00%,0.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Diddillibah,R03 - SC,4559,QLD,KEEP AWAY,No Claims,Very Low (<10),0,1,0,2,0,3,0.00%,66.70%,0.00%,66.70%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Dulong,R03 - SC,4560,QLD,GO,1 in 2,Very Low (<10),0,2,0,0,2,4,50.00%,0.00%,0.00%,0.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Kiamba,R03 - SC,4560,QLD,GO,1 in 2,Very Low (<10),0,2,0,0,2,4,50.00%,0.00%,0.00%,0.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Highworth,R03 - SC,4560,QLD,GO,1 in 2,Very Low (<10),1,0,0,0,1,2,50.00%,0.00%,0.00%,0.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Kulangoor,R03 - SC,4560,QLD,GO,1 in 1,Very Low (<10),0,0,0,0,1,1,100.00%,0.00%,0.00%,0.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Towen Mountain,R03 - SC,4560,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Image Flat,R03 - SC,4560,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,1,1,0,2,0.00%,100.00%,50.00%,50.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Cooloolabin,R03 - SC,4560,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,0,1,0,1,0.00%,100.00%,0.00%,100.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Maroochy River,R03 - SC,4561,QLD,GO,1 in 4,Very Low (<10),0,2,0,1,1,4,25.00%,25.00%,0.00%,25.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
(No Suburb Listed),R03 - SC,4561,QLD,UNPROVEN,No Claims,Very Low (<10),1,1,0,0,0,2,0.00%,0.00%,0.00%,0.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Ninderry,R03 - SC,4561,QLD,UNPROVEN,No Claims,Very Low (<10),0,2,0,0,0,2,0.00%,0.00%,0.00%,0.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Valdora,R03 - SC,4561,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
North Arm,R03 - SC,4561,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,1,0,0,1,0.00%,100.00%,100.00%,0.00%,1/11/25,3-4cm,,23/01/2025,5-6cm,,,,
Verrierdale,R03 - SC,4562,QLD,KEEP AWAY,No Claims,Very Low (<10),0,1,0,1,0,2,0.00%,50.00%,0.00%,50.00%,17/10/2025,5-6cm,,26/05/2023,3-4cm,,,,
Ridgewood,R03 - SC,4563,QLD,GO,1 in 3,Very Low (<10),0,1,0,1,1,3,33.30%,33.30%,0.00%,33.30%,17/10/2025,5-6cm,,26/05/2023,3-4cm,,,,
Carters Ridge,R03 - SC,4563,QLD,GO,1 in 2,Very Low (<10),0,1,0,0,1,2,50.00%,0.00%,0.00%,0.00%,17/10/2025,5-6cm,,26/05/2023,3-4cm,,,,
(No Suburb Listed),R03 - SC,4563,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,0,1,0,1,0.00%,100.00%,0.00%,100.00%,17/10/2025,5-6cm,,26/05/2023,3-4cm,,,,
Boreen Point,R03 - SC,4565,QLD,GO,1 in 4,Very Low (<10),0,3,0,0,1,4,25.00%,0.00%,0.00%,0.00%,17/10/2025,5-6cm,,26/05/2023,3-4cm,,,,
(No Suburb Listed),R03 - SC,4565,QLD,GO,1 in 3,Very Low (<10),0,2,0,0,1,3,33.30%,0.00%,0.00%,0.00%,17/10/2025,5-6cm,,26/05/2023,3-4cm,,,,
Cootharaba,R03 - SC,4565,QLD,GO,1 in 2,Very Low (<10),0,0,1,0,2,3,66.70%,33.30%,33.30%,0.00%,17/10/2025,5-6cm,,26/05/2023,3-4cm,,,,
Noosa North Shore,R03 - SC,4565,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,17/10/2025,5-6cm,,26/05/2023,3-4cm,,,,
Ringtail Creek,R03 - SC,4565,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,17/10/2025,5-6cm,,26/05/2023,3-4cm,,,,
Noosa Heads,R03 - SC,4567,QLD,GO,1 in 2,Very Low (<10),0,2,0,0,2,4,50.00%,0.00%,0.00%,0.00%,24/11/25,4-5cm,,31/10/25,5-6cm,,,,
(No Suburb Listed),R03 - SC,4567,QLD,UNPROVEN,No Claims,Very Low (<10),3,1,0,0,0,4,0.00%,0.00%,0.00%,0.00%,24/11/25,4-5cm,,31/10/25,5-6cm,,,,
Sunrise Beach,R03 - SC,4567,QLD,KEEP AWAY,No Claims,Very Low (<10),1,1,0,1,0,3,0.00%,33.30%,0.00%,33.30%,24/11/25,4-5cm,,31/10/25,5-6cm,,,,
Sunshine Beach,R03 - SC,4567,QLD,KEEP AWAY,No Claims,Very Low (<10),0,1,1,1,0,3,0.00%,66.70%,33.30%,33.30%,24/11/25,4-5cm,,31/10/25,5-6cm,,,,
(No Suburb Listed),R03 - SC,4568,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,24/11/25,4-5cm,,31/10/25,5-6cm,,,,
Federal,R03 - SC,4568,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,0,1,0,1,0.00%,100.00%,0.00%,100.00%,24/11/25,4-5cm,,31/10/25,5-6cm,,,,
Amamoor,R02 - GM,4570,QLD,GO,1 in 4,Very Low (<10),0,2,0,1,1,4,25.00%,25.00%,0.00%,25.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
East Deep Creek,R02 - GM,4570,QLD,GO,1 in 4,Very Low (<10),0,1,0,2,1,4,25.00%,50.00%,0.00%,50.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Gunalda,R02 - GM,4570,QLD,GO,1 in 4,Very Low (<10),0,2,1,0,1,4,25.00%,25.00%,25.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Imbil,R02 - GM,4570,QLD,GO,1 in 1,Very Low (<10),0,0,0,0,4,4,100.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Kybong,R02 - GM,4570,QLD,GO,1 in 3,Very Low (<10),0,0,1,1,1,3,33.30%,66.70%,33.30%,33.30%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Lower Wonga,R02 - GM,4570,QLD,GO,1 in 3,Very Low (<10),0,2,0,0,1,3,33.30%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Tamaree,R02 - GM,4570,QLD,GO,1 in 1,Very Low (<10),0,0,0,0,3,3,100.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Canina,R02 - GM,4570,QLD,GO,1 in 1,Very Low (<10),0,0,0,0,2,2,100.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Glastonbury,R02 - GM,4570,QLD,GO,1 in 2,Very Low (<10),0,1,0,0,1,2,50.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Sexton,R02 - GM,4570,QLD,GO,1 in 2,Very Low (<10),0,1,0,0,1,2,50.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Traveston,R02 - GM,4570,QLD,GO,1 in 2,Very Low (<10),0,1,0,0,1,2,50.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Wilsons Pocket,R02 - GM,4570,QLD,GO,1 in 2,Very Low (<10),1,0,0,0,1,2,50.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Glanmire,R02 - GM,4570,QLD,UNPROVEN,No Claims,Very Low (<10),0,2,0,0,0,2,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Tandur,R02 - GM,4570,QLD,UNPROVEN,No Claims,Very Low (<10),0,2,0,0,0,2,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Cedar Pocket,R02 - GM,4570,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Dagun,R02 - GM,4570,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Kanigan,R02 - GM,4570,QLD,UNPROVEN,No Claims,Very Low (<10),1,0,0,0,0,1,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Lagoon Pocket,R02 - GM,4570,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Melawondi,R02 - GM,4570,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Mooloo,R02 - GM,4570,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Paterson,R02 - GM,4570,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Wolvi,R02 - GM,4570,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Calico Creek,R02 - GM,4570,QLD,KEEP AWAY,No Claims,Very Low (<10),1,1,2,0,0,4,0.00%,50.00%,50.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Glenwood,R02 - GM,4570,QLD,KEEP AWAY,No Claims,Very Low (<10),0,2,1,0,0,3,0.00%,33.30%,33.30%,0.00%,01/11/2025,6-7cm,,10/01/2025,2-3cm,,23/1/2025,3-4cm,
The Palms,R02 - GM,4570,QLD,KEEP AWAY,No Claims,Very Low (<10),0,1,0,2,0,3,0.00%,66.70%,0.00%,66.70%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Bells Bridge,R02 - GM,4570,QLD,KEEP AWAY,No Claims,Very Low (<10),0,1,0,1,0,2,0.00%,50.00%,0.00%,50.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Goomboorian,R02 - GM,4570,QLD,KEEP AWAY,No Claims,Very Low (<10),0,1,0,1,0,2,0.00%,50.00%,0.00%,50.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Woondum,R02 - GM,4570,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,0,2,0,2,0.00%,100.00%,0.00%,100.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Bollier,R02 - GM,4570,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,0,1,0,1,0.00%,100.00%,0.00%,100.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Long Flat,R02 - GM,4570,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,0,1,0,1,0.00%,100.00%,0.00%,100.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Tuchekoi,R02 - GM,4570,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,0,1,0,1,0.00%,100.00%,0.00%,100.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
(No Suburb Listed),R03 - SC,4573,QLD,GO,1 in 4,Very Low (<10),2,0,0,1,1,4,25.00%,25.00%,0.00%,25.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Point Arkwright,R03 - SC,4573,QLD,KEEP AWAY,No Claims,Very Low (<10),0,1,0,2,0,3,0.00%,66.70%,0.00%,66.70%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Gheerulla,R02 - GM,4574,QLD,GO,1 in 1,Very Low (<10),0,0,0,0,2,2,100.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Obi Obi,R02 - GM,4574,QLD,GO,1 in 2,Very Low (<10),0,1,0,0,1,2,50.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Minyama,R03 - SC,4575,QLD,GO,1 in 3,Very Low (<10),0,2,0,0,1,3,33.30%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
(No Suburb Listed),R03 - SC,4575,QLD,ON THE FENCE,No Claims,Very Low (<10),0,3,0,1,0,4,0.00%,25.00%,0.00%,25.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Buddina,R03 - SC,4575,QLD,ON THE FENCE,No Claims,Very Low (<10),0,3,0,1,0,4,0.00%,25.00%,0.00%,25.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
Birtinya,R03 - SC,4575,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,31/10/2025,3-4cm,,15/11/2024,3-4cm,,04/12/2023,4-5cm,
(No Suburb Listed),R03 - SC,4581,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,0,1,0,1,0.00%,100.00%,0.00%,100.00%,02/10/2025,7+cm,,,,,,,
Kilkivan,R02 - GM,4600,QLD,GO,1 in 2,Very Low (<10),0,1,0,0,1,2,50.00%,0.00%,0.00%,0.00%,02/10/2025,7+cm,,,,,,,
Goomeri,R02 - GM,4601,QLD,KEEP AWAY,No Claims,Very Low (<10),0,0,0,1,0,1,0.00%,100.00%,0.00%,100.00%,02/10/2025,7+cm,,,,,,,
Moffatdale,R02 - GM,4605,QLD,GO,1 in 2,Very Low (<10),0,0,1,0,1,2,50.00%,50.00%,50.00%,0.00%,02/10/2025,7+cm,,,,,,,
Wondai,R02 - GM,4606,QLD,GO,1 in 4,Very Low (<10),0,3,0,0,1,4,25.00%,0.00%,0.00%,0.00%,02/10/2025,7+cm,,,,,,,
Proston,R02 - GM,4613,QLD,UNPROVEN,No Claims,Very Low (<10),0,1,0,0,0,1,0.00%,0.00%,0.00%,0.00%,02/10/2025,7+cm,,,,,,,
